Timestamp,PM92-23 Solar PV1  15 Min Meter Extended Trend Log,PM92-52 Solar PV2   15 Min Meter Extended Trend Log,PV_1(kWH),PV_2(kWH),,,,,
6/2/2020 10:45,9.9,17.16,39.6,68.64,,,,,
6/2/2020 10:30,9.88,17.25,39.52,69,,,,,
6/2/2020 10:15,9.01,15.52,36.04,62.08,,,,,
6/2/2020 10:00,7.52,12.98,30.08,51.92,,,,,
6/2/2020 9:45,9.47,16.47,37.88,65.88,,,,,
6/2/2020 9:30,8.12,14.27,32.48,57.08,,,,,
6/2/2020 9:15,7.38,12.81,29.52,51.24,,,,,
6/2/2020 9:00,6.15,10.81,24.6,43.24,,,,,
6/2/2020 8:45,5.83,10.13,23.32,40.52,,,,,
6/2/2020 8:30,4.95,8.34,19.8,33.36,,,,,
6/2/2020 8:15,4.78,7.58,19.12,30.32,,,,,
6/2/2020 8:00,3.59,5.98,14.36,23.92,,,,,
6/2/2020 7:45,2.63,4.41,10.52,17.64,,,,,
6/2/2020 7:30,1.95,3.06,7.8,12.24,,,,,
6/2/2020 7:15,1.28,1.97,5.12,7.88,,,,,
6/2/2020 7:00,0.9,1.33,3.6,5.32,,,,,
6/2/2020 6:45,0.57,0.86,2.28,3.44,,,,,
6/2/2020 6:30,0.3,0.47,1.2,1.88,,,,,
6/2/2020 6:15,0.07,0.11,0.28,0.44,,,,,
6/2/2020 6:00,0,0,0,0,,,,,
6/2/2020 5:45,0,0,0,0,,,,,
6/2/2020 5:30,0,0,0,0,,,,,
6/2/2020 5:15,0,0,0,0,,,,,
6/2/2020 5:00,0,0,0,0,,,,,
6/2/2020 4:45,0,0,0,0,,,,,
6/2/2020 4:30,0,0,0,0,,,,,
6/2/2020 4:15,0,0,0,0,,,,,
6/2/2020 4:00,0,0,0,0,,,,,
6/2/2020 3:45,0,0,0,0,,,,,
6/2/2020 3:30,0,0,0,0,,,,,
6/2/2020 3:15,0,0,0,0,,,,,
6/2/2020 3:00,0,0,0,0,,,,,
6/2/2020 2:45,0,0,0,0,,,,,
6/2/2020 2:30,0,0,0,0,,,,,
6/2/2020 2:15,0,0,0,0,,,,,
6/2/2020 2:00,0,0,0,0,,,,,
6/2/2020 1:45,0,0,0,0,,,,,
6/2/2020 1:30,0,0,0,0,,,,,
6/2/2020 1:15,0,0,0,0,,,,,
6/2/2020 1:00,0,0,0,0,,,,,
6/2/2020 0:45,0,0,0,0,,,,,
6/2/2020 0:30,0,0,0,0,,,,,
6/2/2020 0:15,0,0,0,0,,,,,
6/2/2020 0:00,0,0,0,0,,,,,
5/2/2020 23:45,0,0,0,0,,,,,
5/2/2020 23:30,0,0,0,0,,,,,
5/2/2020 23:15,0,0,0,0,,,,,
5/2/2020 23:00,0,0,0,0,,,,,
5/2/2020 22:45,0,0,0,0,,,,,
5/2/2020 22:30,0,0,0,0,,,,,
5/2/2020 22:30,0,0,0,0,,,,,
5/2/2020 22:15,0,0,0,0,,,,,
5/2/2020 22:00,0,0,0,0,,,,,
5/2/2020 21:45,0,0,0,0,,,,,
5/2/2020 21:30,0,0,0,0,,,,,
5/2/2020 21:15,0,0,0,0,,,,,
5/2/2020 21:00,0,0,0,0,,,,,
5/2/2020 20:45,0,0,0,0,,,,,
5/2/2020 20:30,0,0,0,0,,,,,
5/2/2020 20:15,0,0,0,0,,,,,
5/2/2020 20:00,0.03,0.03,0.12,0.12,,,,,
5/2/2020 19:45,0.22,0.28,0.88,1.12,,,,,
5/2/2020 19:30,0.48,0.55,1.92,2.2,,,,,
5/2/2020 19:15,0.92,0.81,3.68,3.24,,,,,
5/2/2020 19:00,1.69,1.13,6.76,4.52,,,,,
5/2/2020 18:45,2.21,1.75,8.84,7,,,,,
5/2/2020 18:30,2.89,2.89,11.56,11.56,,,,,
5/2/2020 18:15,4.28,4.39,17.12,17.56,,,,,
5/2/2020 18:00,5.19,6.17,20.76,24.68,,,,,
5/2/2020 17:45,5.88,7.94,23.52,31.76,,,,,
5/2/2020 17:30,6.68,9.75,26.72,39,,,,,
5/2/2020 17:15,7.38,11.53,29.52,46.12,,,,,
5/2/2020 17:00,7.97,13.16,31.88,52.64,,,,,
5/2/2020 16:45,8.64,14.78,34.56,59.12,,,,,
5/2/2020 16:30,9.36,16.22,37.44,64.88,,,,,
5/2/2020 16:15,10.17,17.56,40.68,70.24,,,,,
5/2/2020 16:00,10.81,18.67,43.24,74.68,,,,,
5/2/2020 15:45,11.3,19.42,45.2,77.68,,,,,
5/2/2020 15:30,12.05,20.7,48.2,82.8,,,,,
5/2/2020 15:15,12.62,21.52,50.48,86.08,,,,,
5/2/2020 15:00,13.1,22.06,52.4,88.24,,,,,
5/2/2020 14:45,13.59,22.61,54.36,90.44,,,,,
5/2/2020 14:30,14.04,23.03,56.16,92.12,,,,,
5/2/2020 14:15,14.38,23.06,57.52,92.24,,,,,
5/2/2020 14:00,14.82,23.56,59.28,94.24,,,,,
5/2/2020 13:45,11.95,18.28,47.8,73.12,,,,,
5/2/2020 13:30,14.19,22.17,56.76,88.68,,,,,
5/2/2020 13:15,15.19,23.61,60.76,94.44,,,,,
5/2/2020 13:00,14.31,21.38,57.24,85.52,,,,,
5/2/2020 12:45,13.82,20.42,55.28,81.68,,,,,
5/2/2020 12:30,12.26,18.44,49.04,73.76,,,,,
5/2/2020 12:15,15.1,23.25,60.4,93,,,,,
5/2/2020 12:00,14.59,22.64,58.36,90.56,,,,,
5/2/2020 11:45,10.51,17.06,42.04,68.24,,,,,
5/2/2020 11:30,15.47,23.91,61.88,95.64,,,,,
5/2/2020 11:15,13.13,20.3,52.52,81.2,,,,,
5/2/2020 11:00,6.9,11,27.6,44,,,,,
5/2/2020 10:45,7.31,12.09,29.24,48.36,,,,,
5/2/2020 10:30,7.88,13.08,31.52,52.32,,,,,
5/2/2020 10:15,6.77,10.77,27.08,43.08,,,,,
5/2/2020 10:00,6,9.48,24,37.92,,,,,
5/2/2020 10:00,5.82,9.48,23.28,37.92,,,,,
5/2/2020 9:45,5.82,9.34,23.28,37.36,,,,,
5/2/2020 9:30,4.86,7.47,19.44,29.88,,,,,
5/2/2020 9:15,4.94,7.7,19.76,30.8,,,,,
5/2/2020 9:00,5.14,8.14,20.56,32.56,,,,,
5/2/2020 8:45,4.39,6.94,17.56,27.76,,,,,
5/2/2020 8:30,3.59,5.67,14.36,22.68,,,,,
5/2/2020 8:15,3.07,4.8,12.28,19.2,,,,,
5/2/2020 8:00,2.62,4.13,10.48,16.52,,,,,
5/2/2020 7:45,2.23,3.5,8.92,14,,,,,
5/2/2020 7:30,1.81,2.81,7.24,11.24,,,,,
5/2/2020 7:15,1.27,1.97,5.08,7.88,,,,,
5/2/2020 7:00,1.04,1.55,4.16,6.2,,,,,
5/2/2020 6:45,0.52,0.78,2.08,3.12,,,,,
5/2/2020 6:30,0.3,0.47,1.2,1.88,,,,,
5/2/2020 6:15,0.09,0.14,0.36,0.56,,,,,
5/2/2020 6:00,0,0,0,0,,,,,
5/2/2020 5:45,0,0,0,0,,,,,
5/2/2020 5:30,0,0,0,0,,,,,
5/2/2020 5:15,0,0,0,0,,,,,
5/2/2020 5:00,0,0,0,0,,,,,
5/2/2020 4:45,0,0,0,0,,,,,
5/2/2020 4:30,0,0,0,0,,,,,
5/2/2020 4:15,0,0,0,0,,,,,
5/2/2020 4:00,0,0,0,0,,,,,
5/2/2020 3:45,0,0,0,0,,,,,
5/2/2020 3:30,0,0,0,0,,,,,
5/2/2020 3:15,0,0,0,0,,,,,
5/2/2020 3:00,0,0,0,0,,,,,
5/2/2020 2:45,0,0,0,0,,,,,
5/2/2020 2:30,0,0,0,0,,,,,
5/2/2020 2:15,0,0,0,0,,,,,
5/2/2020 2:00,0,0,0,0,,,,,
5/2/2020 1:45,0,0,0,0,,,,,
5/2/2020 1:30,0,0,0,0,,,,,
5/2/2020 1:15,0,0,0,0,,,,,
5/2/2020 1:00,0,0,0,0,,,,,
5/2/2020 0:45,0,0,0,0,,,,,
5/2/2020 0:30,0,0,0,0,,,,,
5/2/2020 0:15,0,0,0,0,,,,,
5/2/2020 0:00,0,0,0,0,,,,,
4/2/2020 23:45,0,0,0,0,,,,,
4/2/2020 23:30,0,0,0,0,,,,,
4/2/2020 23:15,0,0,0,0,,,,,
4/2/2020 23:00,0,0,0,0,,,,,
4/2/2020 22:45,0,0,0,0,,,,,
4/2/2020 22:30,0,0,0,0,,,,,
4/2/2020 22:15,0,0,0,0,,,,,
4/2/2020 22:00,0,0,0,0,,,,,
4/2/2020 21:45,0,0,0,0,,,,,
4/2/2020 21:30,0,0,0,0,,,,,
4/2/2020 21:15,0,0,0,0,,,,,
4/2/2020 21:00,0,0,0,0,,,,,
4/2/2020 20:45,0,0,0,0,,,,,
4/2/2020 20:30,0,0,0,0,,,,,
4/2/2020 20:15,0,0,0,0,,,,,
4/2/2020 20:00,0.03,0.03,0.12,0.12,,,,,
4/2/2020 19:45,0.23,0.27,0.92,1.08,,,,,
4/2/2020 19:30,0.48,0.53,1.92,2.12,,,,,
4/2/2020 19:15,0.96,0.83,3.84,3.32,,,,,
4/2/2020 19:00,1.76,1.17,7.04,4.68,,,,,
4/2/2020 18:45,2.27,1.84,9.08,7.36,,,,,
4/2/2020 18:30,2.98,3,11.92,12,,,,,
4/2/2020 18:15,4.4,4.53,17.6,18.12,,,,,
4/2/2020 18:00,5.3,6.31,21.2,25.24,,,,,
4/2/2020 17:45,5.98,8.09,23.92,32.36,,,,,
4/2/2020 17:30,6.77,9.88,27.08,39.52,,,,,
4/2/2020 17:15,7.46,11.64,29.84,46.56,,,,,
4/2/2020 17:00,8.11,13.44,32.44,53.76,,,,,
4/2/2020 16:45,8.8,15.05,35.2,60.2,,,,,
4/2/2020 16:30,9.55,16.53,38.2,66.12,,,,,
4/2/2020 16:15,10.29,17.83,41.16,71.32,,,,,
4/2/2020 16:00,10.99,19.19,43.96,76.76,,,,,
4/2/2020 15:45,11.66,20.25,46.64,81,,,,,
4/2/2020 15:30,12.32,21.2,49.28,84.8,,,,,
4/2/2020 15:15,12.89,21.91,51.56,87.64,,,,,
4/2/2020 15:00,13.38,22.44,53.52,89.76,,,,,
4/2/2020 14:45,13.89,22.94,55.56,91.76,,,,,
4/2/2020 14:30,14.25,23.22,57,92.88,,,,,
4/2/2020 14:15,14.61,23.42,58.44,93.68,,,,,
4/2/2020 14:00,14.99,23.55,59.96,94.2,,,,,
4/2/2020 13:45,15.1,23.58,60.4,94.32,,,,,
4/2/2020 13:30,15.22,23.64,60.88,94.56,,,,,
4/2/2020 13:15,15.33,23.66,61.32,94.64,,,,,
4/2/2020 13:00,15.4,23.72,61.6,94.88,,,,,
4/2/2020 12:45,15.37,23.66,61.48,94.64,,,,,
4/2/2020 12:30,15.42,23.7,61.68,94.8,,,,,
4/2/2020 12:15,15.15,23.59,60.6,94.36,,,,,
4/2/2020 12:00,14.94,23.59,59.76,94.36,,,,,
4/2/2020 11:45,14.77,23.48,59.08,93.92,,,,,
4/2/2020 11:30,14.38,23.33,57.52,93.32,,,,,
4/2/2020 11:15,13.97,23.23,55.88,92.92,,,,,
4/2/2020 11:00,13.06,22.16,52.24,88.64,,,,,
4/2/2020 10:45,12.52,21.45,50.08,85.8,,,,,
4/2/2020 10:30,12.4,21.86,49.6,87.44,,,,,
4/2/2020 10:15,9.98,18.03,39.92,72.12,,,,,
4/2/2020 10:00,9.3,17.09,37.2,68.36,,,,,
4/2/2020 9:45,8.52,14.86,34.08,59.44,,,,,
4/2/2020 9:30,10.62,18.67,42.48,74.68,,,,,
4/2/2020 9:15,7.66,13.55,30.64,54.2,,,,,
4/2/2020 9:00,8.2,14.31,32.8,57.24,,,,,
4/2/2020 8:45,7.2,12.28,28.8,49.12,,,,,
4/2/2020 8:30,6.44,10.55,25.76,42.2,,,,,
4/2/2020 8:15,6.59,10.23,26.36,40.92,,,,,
4/2/2020 8:00,4.89,8.11,19.56,32.44,,,,,
4/2/2020 7:45,3.51,5.52,14.04,22.08,,,,,
4/2/2020 7:30,2.05,2.89,8.2,11.56,,,,,
4/2/2020 7:15,1.32,1.8,5.28,7.2,,,,,
4/2/2020 7:00,1.03,1.2,4.12,4.8,,,,,
4/2/2020 6:45,0.74,0.8,2.96,3.2,,,,,
4/2/2020 6:30,0.42,0.5,1.68,2,,,,,
4/2/2020 6:15,0.12,0.16,0.48,0.64,,,,,
4/2/2020 6:00,0,0,0,0,,,,,
4/2/2020 5:45,0,0,0,0,,,,,
4/2/2020 5:30,0,0,0,0,,,,,
4/2/2020 5:15,0,0,0,0,,,,,
4/2/2020 5:00,0,0,0,0,,,,,
4/2/2020 4:45,0,0,0,0,,,,,
4/2/2020 4:30,0,0,0,0,,,,,
4/2/2020 4:15,0,0,0,0,,,,,
4/2/2020 4:00,0,0,0,0,,,,,
4/2/2020 3:45,0,0,0,0,,,,,
4/2/2020 3:30,0,0,0,0,,,,,
4/2/2020 3:15,0,0,0,0,,,,,
4/2/2020 3:00,0,0,0,0,,,,,
4/2/2020 2:45,0,0,0,0,,,,,
4/2/2020 2:30,0,0,0,0,,,,,
4/2/2020 2:15,0,0,0,0,,,,,
4/2/2020 2:00,0,0,0,0,,,,,
4/2/2020 1:45,0,0,0,0,,,,,
4/2/2020 1:30,0,0,0,0,,,,,
4/2/2020 1:15,0,0,0,0,,,,,
4/2/2020 1:00,0,0,0,0,,,,,
4/2/2020 0:45,0,0,0,0,,,,,
4/2/2020 0:30,0,0,0,0,,,,,
4/2/2020 0:15,0,0,0,0,,,,,
4/2/2020 0:00,0,0,0,0,,,,,
3/2/2020 23:45,0,0,0,0,,,,,
3/2/2020 23:30,0,0,0,0,,,,,
3/2/2020 23:15,0,0,0,0,,,,,
3/2/2020 23:00,0,0,0,0,,,,,
3/2/2020 22:45,0,0,0,0,,,,,
3/2/2020 22:30,0,0,0,0,,,,,
3/2/2020 22:15,0,0,0,0,,,,,
3/2/2020 22:00,0,0,0,0,,,,,
3/2/2020 21:45,0,0,0,0,,,,,
3/2/2020 21:30,0,0,0,0,,,,,
3/2/2020 21:15,0,0,0,0,,,,,
3/2/2020 21:00,0,0,0,0,,,,,
3/2/2020 20:45,0,0,0,0,,,,,
3/2/2020 20:30,0,0,0,0,,,,,
3/2/2020 20:15,0,0,0,0,,,,,
3/2/2020 20:00,0.05,0.08,0.2,0.32,,,,,
3/2/2020 19:45,0.23,0.31,0.92,1.24,,,,,
3/2/2020 19:30,0.55,0.64,2.2,2.56,,,,,
3/2/2020 19:15,0.48,0.64,1.92,2.56,,,,,
3/2/2020 19:00,1.71,2.27,6.84,9.08,,,,,
3/2/2020 18:45,2.34,2.58,9.36,10.32,,,,,
3/2/2020 18:30,3.27,3.2,13.08,12.8,,,,,
3/2/2020 18:15,4.59,4.66,18.36,18.64,,,,,
3/2/2020 18:00,5.13,6.11,20.52,24.44,,,,,
3/2/2020 17:45,5.13,7.02,20.52,28.08,,,,,
3/2/2020 17:30,6.6,9.66,26.4,38.64,,,,,
3/2/2020 17:15,6.25,9.55,25,38.2,,,,,
3/2/2020 17:00,8.69,14.3,34.76,57.2,,,,,
3/2/2020 16:45,9.5,16,38,64,,,,,
3/2/2020 16:30,10.21,17.48,40.84,69.92,,,,,
3/2/2020 16:15,9.97,17.23,39.88,68.92,,,,,
3/2/2020 16:00,11.76,20.31,47.04,81.24,,,,,
3/2/2020 15:45,12.52,21.38,50.08,85.52,,,,,
3/2/2020 15:30,13.76,22.53,55.04,90.12,,,,,
3/2/2020 15:15,13.02,21.3,52.08,85.2,,,,,
3/2/2020 15:00,9.41,14.58,37.64,58.32,,,,,
3/2/2020 14:45,11.5,18.05,46,72.2,,,,,
3/2/2020 14:30,12.92,19.03,51.68,76.12,,,,,
3/2/2020 14:15,14.89,21.67,59.56,86.68,,,,,
3/2/2020 14:00,15.14,21.89,60.56,87.56,,,,,
3/2/2020 13:45,14.52,20.97,58.08,83.88,,,,,
3/2/2020 13:30,12.93,18.55,51.72,74.2,,,,,
3/2/2020 13:15,12.48,18.13,49.92,72.52,,,,,
3/2/2020 13:00,15.74,22.39,62.96,89.56,,,,,
3/2/2020 12:45,14.77,21.97,59.08,87.88,,,,,
3/2/2020 12:30,12.09,17.83,48.36,71.32,,,,,
3/2/2020 12:15,12.57,18.28,50.28,73.12,,,,,
3/2/2020 12:00,10.39,15.61,41.56,62.44,,,,,
3/2/2020 11:45,11.05,17.02,44.2,68.08,,,,,
3/2/2020 11:30,13.86,21.05,55.44,84.2,,,,,
3/2/2020 11:15,14.13,23.14,56.52,92.56,,,,,
3/2/2020 11:00,9.44,15.48,37.76,61.92,,,,,
3/2/2020 10:45,7.58,12.05,30.32,48.2,,,,,
3/2/2020 10:30,11.23,19.2,44.92,76.8,,,,,
3/2/2020 10:15,12.05,21.53,48.2,86.12,,,,,
3/2/2020 10:00,6.32,10.53,25.28,42.12,,,,,
3/2/2020 9:45,4.81,7.86,19.24,31.44,,,,,
3/2/2020 9:30,5.49,8.84,21.96,35.36,,,,,
3/2/2020 9:15,2.94,4.61,11.76,18.44,,,,,
3/2/2020 9:00,2.41,3.66,9.64,14.64,,,,,
3/2/2020 8:45,1.52,2.41,6.08,9.64,,,,,
3/2/2020 8:30,1.27,1.92,5.08,7.68,,,,,
3/2/2020 8:15,1.89,2.89,7.56,11.56,,,,,
3/2/2020 8:00,0.6,0.88,2.4,3.52,,,,,
3/2/2020 7:45,1.54,2.61,6.16,10.44,,,,,
3/2/2020 7:30,0.97,1.52,3.88,6.08,,,,,
3/2/2020 7:15,0.59,0.86,2.36,3.44,,,,,
3/2/2020 7:00,0.98,1.48,3.92,5.92,,,,,
3/2/2020 6:45,0.37,0.55,1.48,2.2,,,,,
3/2/2020 6:30,0.23,0.36,0.92,1.44,,,,,
3/2/2020 6:15,0.02,0.05,0.08,0.2,,,,,
3/2/2020 6:00,0,0,0,0,,,,,
3/2/2020 5:45,0,0,0,0,,,,,
3/2/2020 5:30,0,0,0,0,,,,,
3/2/2020 5:15,0,0,0,0,,,,,
3/2/2020 5:00,0,0,0,0,,,,,
3/2/2020 4:45,0,0,0,0,,,,,
3/2/2020 4:30,0,0,0,0,,,,,
3/2/2020 4:15,0,0,0,0,,,,,
3/2/2020 4:00,0,0,0,0,,,,,
3/2/2020 3:45,0,0,0,0,,,,,
3/2/2020 3:30,0,0,0,0,,,,,
3/2/2020 3:15,0,0,0,0,,,,,
3/2/2020 3:00,0,0,0,0,,,,,
3/2/2020 2:45,0,0,0,0,,,,,
3/2/2020 2:30,0,0,0,0,,,,,
3/2/2020 2:15,0,0,0,0,,,,,
3/2/2020 2:00,0,0,0,0,,,,,
3/2/2020 1:45,0,0,0,0,,,,,
3/2/2020 1:30,0,0,0,0,,,,,
3/2/2020 1:15,0,0,0,0,,,,,
3/2/2020 1:00,0,0,0,0,,,,,
3/2/2020 0:45,0,0,0,0,,,,,
3/2/2020 0:30,0,0,0,0,,,,,
3/2/2020 0:15,0,0,0,0,,,,,
3/2/2020 0:00,0,0,0,0,,,,,
2/2/2020 23:45,0,0,0,0,,,,,
2/2/2020 23:30,0,0,0,0,,,,,
2/2/2020 23:15,0,0,0,0,,,,,
2/2/2020 23:00,0,0,0,0,,,,,
2/2/2020 22:45,0,0,0,0,,,,,
2/2/2020 22:30,0,0,0,0,,,,,
2/2/2020 22:15,0,0,0,0,,,,,
2/2/2020 22:00,0,0,0,0,,,,,
2/2/2020 21:45,0,0,0,0,,,,,
2/2/2020 21:30,0,0,0,0,,,,,
2/2/2020 21:15,0,0,0,0,,,,,
2/2/2020 21:00,0,0,0,0,,,,,
2/2/2020 20:45,0,0,0,0,,,,,
2/2/2020 20:30,0,0,0,0,,,,,
2/2/2020 20:15,0,0,0,0,,,,,
2/2/2020 20:00,0.03,0.03,0.12,0.12,,,,,
2/2/2020 19:45,0.21,0.28,0.84,1.12,,,,,
2/2/2020 19:30,0.4,0.5,1.6,2,,,,,
2/2/2020 19:15,0.9,1.14,3.6,4.56,,,,,
2/2/2020 19:00,1.63,1.77,6.52,7.08,,,,,
2/2/2020 18:45,1.73,2,6.92,8,,,,,
2/2/2020 18:30,3.09,3.06,12.36,12.24,,,,,
2/2/2020 18:15,4.35,4.39,17.4,17.56,,,,,
2/2/2020 18:00,4.88,5.86,19.52,23.44,,,,,
2/2/2020 17:45,6.14,8.56,24.56,34.24,,,,,
2/2/2020 17:30,6.9,10.08,27.6,40.32,,,,,
2/2/2020 17:15,7.64,11.98,30.56,47.92,,,,,
2/2/2020 17:00,8.08,13.36,32.32,53.44,,,,,
2/2/2020 16:45,7.34,12.44,29.36,49.76,,,,,
2/2/2020 16:45,7.34,15.13,29.36,60.52,,,,,
2/2/2020 16:30,9.1,15.13,36.4,60.52,,,,,
2/2/2020 16:15,4.97,7.69,19.88,30.76,,,,,
2/2/2020 16:00,5.41,8.5,21.64,34,,,,,
2/2/2020 15:45,9.88,16.34,39.52,65.36,,,,,
2/2/2020 15:30,10.92,17.98,43.68,71.92,,,,,
2/2/2020 15:15,7.43,12.06,29.72,48.24,,,,,
2/2/2020 15:00,5.73,9.31,22.92,37.24,,,,,
2/2/2020 14:45,4.84,7.28,19.36,29.12,,,,,
2/2/2020 14:30,12.38,19.45,49.52,77.8,,,,,
2/2/2020 14:15,13.3,20.33,53.2,81.32,,,,,
2/2/2020 14:00,8.75,13.63,35,54.52,,,,,
2/2/2020 13:45,7.41,11.5,29.64,46,,,,,
2/2/2020 13:30,4.31,6.39,17.24,25.56,,,,,
2/2/2020 13:15,7.42,11.64,29.68,46.56,,,,,
2/2/2020 13:00,14.19,20.83,56.76,83.32,,,,,
2/2/2020 12:45,9.44,14.56,37.76,58.24,,,,,
2/2/2020 12:30,5.93,9.83,23.72,39.32,,,,,
2/2/2020 12:15,7.89,12.17,31.56,48.68,,,,,
2/2/2020 12:00,15.53,22.34,62.12,89.36,,,,,
2/2/2020 11:45,14.02,21.47,56.08,85.88,,,,,
2/2/2020 11:30,14.59,22.28,58.36,89.12,,,,,
2/2/2020 11:15,11.68,18.17,46.72,72.68,,,,,
2/2/2020 11:00,9.3,15.38,37.2,61.52,,,,,
2/2/2020 10:45,11.82,20.36,47.28,81.44,,,,,
2/2/2020 10:30,11.16,19.63,44.64,78.52,,,,,
2/2/2020 10:15,11.59,20.34,46.36,81.36,,,,,
2/2/2020 10:00,11.13,19.53,44.52,78.12,,,,,
2/2/2020 9:45,10.48,18.5,41.92,74,,,,,
2/2/2020 9:45,9.74,18.5,38.96,74,,,,,
2/2/2020 9:30,9.74,17.19,38.96,68.76,,,,,
2/2/2020 9:15,8.98,15.94,35.92,63.76,,,,,
2/2/2020 9:00,6.66,11.47,26.64,45.88,,,,,
2/2/2020 8:45,2.9,4.67,11.6,18.68,,,,,
2/2/2020 8:30,3.98,6.48,15.92,25.92,,,,,
2/2/2020 8:15,2.87,4.55,11.48,18.2,,,,,
2/2/2020 8:00,3.55,5.63,14.2,22.52,,,,,
2/2/2020 7:45,2.25,3.48,9,13.92,,,,,
2/2/2020 7:30,1.73,2.66,6.92,10.64,,,,,
2/2/2020 7:15,0.8,1.19,3.2,4.76,,,,,
2/2/2020 7:00,0.35,0.52,1.4,2.08,,,,,
2/2/2020 6:45,0.31,0.48,1.24,1.92,,,,,
2/2/2020 6:30,0.05,0.08,0.2,0.32,,,,,
2/2/2020 6:15,0,0,0,0,,,,,
2/2/2020 6:00,0,0,0,0,,,,,
2/2/2020 5:45,0,0,0,0,,,,,
2/2/2020 5:30,0,0,0,0,,,,,
2/2/2020 5:15,0,0,0,0,,,,,
2/2/2020 5:00,0,0,0,0,,,,,
2/2/2020 4:45,0,0,0,0,,,,,
2/2/2020 4:30,0,0,0,0,,,,,
2/2/2020 4:15,0,0,0,0,,,,,
2/2/2020 4:00,0,0,0,0,,,,,
2/2/2020 3:45,0,0,0,0,,,,,
2/2/2020 3:30,0,0,0,0,,,,,
2/2/2020 3:15,0,0,0,0,,,,,
2/2/2020 3:00,0,0,0,0,,,,,
2/2/2020 2:45,0,0,0,0,,,,,
2/2/2020 2:30,0,0,0,0,,,,,
2/2/2020 2:15,0,0,0,0,,,,,
2/2/2020 2:00,0,0,0,0,,,,,
2/2/2020 1:45,0,0,0,0,,,,,
2/2/2020 1:30,0,0,0,0,,,,,
2/2/2020 1:15,0,0,0,0,,,,,
2/2/2020 1:00,0,0,0,0,,,,,
2/2/2020 0:45,0,0,0,0,,,,,
2/2/2020 0:30,0,0,0,0,,,,,
2/2/2020 0:15,0,0,0,0,,,,,
2/2/2020 0:00,0,0,0,0,,,,,
1/2/2020 23:45,0,0,0,0,,,,,
1/2/2020 23:30,0,0,0,0,,,,,
1/2/2020 23:15,0,0,0,0,,,,,
1/2/2020 23:00,0,0,0,0,,,,,
1/2/2020 22:45,0,0,0,0,,,,,
1/2/2020 22:30,0,0,0,0,,,,,
1/2/2020 22:15,0,0,0,0,,,,,
1/2/2020 22:00,0,0,0,0,,,,,
1/2/2020 21:45,0,0,0,0,,,,,
1/2/2020 21:30,0,0,0,0,,,,,
1/2/2020 21:15,0,0,0,0,,,,,
1/2/2020 21:00,0,0,0,0,,,,,
1/2/2020 20:45,0,0,0,0,,,,,
1/2/2020 20:30,0,0,0,0,,,,,
1/2/2020 20:15,0,0,0,0,,,,,
1/2/2020 20:00,0,0,0,0,,,,,
1/2/2020 19:45,0.01,0.03,0.04,0.12,,,,,
1/2/2020 19:30,0.05,0.08,0.2,0.32,,,,,
1/2/2020 19:15,0.09,0.16,0.36,0.64,,,,,
1/2/2020 19:00,0.11,0.17,0.44,0.68,,,,,
1/2/2020 18:45,0.13,0.2,0.52,0.8,,,,,
1/2/2020 18:30,0.12,0.2,0.48,0.8,,,,,
1/2/2020 18:15,0.16,0.25,0.64,1,,,,,
1/2/2020 18:00,0.63,0.95,2.52,3.8,,,,,
1/2/2020 17:45,0.69,1.08,2.76,4.32,,,,,
1/2/2020 17:30,0.89,1.39,3.56,5.56,,,,,
1/2/2020 17:15,0.84,1.3,3.36,5.2,,,,,
1/2/2020 17:00,0.75,1.19,3,4.76,,,,,
1/2/2020 16:45,1.02,1.59,4.08,6.36,,,,,
1/2/2020 16:30,1.3,2,5.2,8,,,,,
1/2/2020 16:15,1.3,2.03,5.2,8.12,,,,,
1/2/2020 16:00,1.27,2,5.08,8,,,,,
1/2/2020 15:45,0.69,1.08,2.76,4.32,,,,,
1/2/2020 15:30,0.43,0.69,1.72,2.76,,,,,
1/2/2020 15:15,0.94,1.47,3.76,5.88,,,,,
1/2/2020 15:00,1.7,2.69,6.8,10.76,,,,,
1/2/2020 14:45,1.95,3.02,7.8,12.08,,,,,
1/2/2020 14:30,1.24,1.92,4.96,7.68,,,,,
1/2/2020 14:15,2.21,3.39,8.84,13.56,,,,,
1/2/2020 14:00,1.61,2.47,6.44,9.88,,,,,
1/2/2020 13:45,2.25,3.41,9,13.64,,,,,
1/2/2020 13:30,1.87,2.83,7.48,11.32,,,,,
1/2/2020 13:15,2.09,3.28,8.36,13.12,,,,,
1/2/2020 13:00,2.25,3.58,9,14.32,,,,,
1/2/2020 12:45,2.02,3.14,8.08,12.56,,,,,
1/2/2020 12:30,1.85,2.84,7.4,11.36,,,,,
1/2/2020 12:15,1.44,2.28,5.76,9.12,,,,,
1/2/2020 12:00,1.02,1.61,4.08,6.44,,,,,
1/2/2020 11:45,0.91,1.39,3.64,5.56,,,,,
1/2/2020 11:30,0.74,1.17,2.96,4.68,,,,,
1/2/2020 11:15,1.09,1.77,4.36,7.08,,,,,
1/2/2020 11:00,1.45,2.3,5.8,9.2,,,,,
1/2/2020 10:45,1.32,1.97,5.28,7.88,,,,,
1/2/2020 10:30,1.13,1.73,4.52,6.92,,,,,
1/2/2020 10:15,0.9,1.39,3.6,5.56,,,,,
