1,0.4
2,5.7
3,6.4
4,7.9
5,7.3
6,6.9
7,4.9
8,7.6
9,5.5
10,3.6
11,4.9
12,5.2
13,7.1
14,3.9
15,0.8
16,6.6
17,7.3
18,1.8
19,2.8
20,3.7
21,4.1
22,7.1
23,6.2
24,1.9
25,2.8
26,5.1
27,3.3
28,4.6
29,6.2
