_time,Amount of Users Detected
2020-02-15T12:00:00.000+1100,6
2020-02-15T12:30:00.000+1100,6
2020-02-15T13:00:00.000+1100,17
2020-02-15T13:30:00.000+1100,25
2020-02-15T14:00:00.000+1100,22
2020-02-15T14:30:00.000+1100,24
2020-02-15T15:00:00.000+1100,22
2020-02-15T15:30:00.000+1100,22
2020-02-15T16:00:00.000+1100,16
2020-02-15T16:30:00.000+1100,20
2020-02-15T17:00:00.000+1100,12
2020-02-15T17:30:00.000+1100,0
2020-02-15T18:00:00.000+1100,8
2020-02-15T18:30:00.000+1100,6
2020-02-15T19:00:00.000+1100,9
2020-02-15T19:30:00.000+1100,5
2020-02-15T20:00:00.000+1100,6
2020-02-15T20:30:00.000+1100,5
2020-02-15T21:00:00.000+1100,6
2020-02-15T21:30:00.000+1100,5
2020-02-15T22:00:00.000+1100,5
2020-02-15T22:30:00.000+1100,5
2020-02-15T23:00:00.000+1100,6
2020-02-15T23:30:00.000+1100,6
2020-02-16T00:00:00.000+1100,32
2020-02-16T00:30:00.000+1100,82
2020-02-16T01:00:00.000+1100,53
2020-02-16T01:30:00.000+1100,6
2020-02-16T02:00:00.000+1100,16
2020-02-16T02:30:00.000+1100,5
2020-02-16T03:00:00.000+1100,6
2020-02-16T03:30:00.000+1100,6
2020-02-16T04:00:00.000+1100,38
2020-02-16T04:30:00.000+1100,7
2020-02-16T05:00:00.000+1100,16
2020-02-16T05:30:00.000+1100,2
2020-02-16T06:00:00.000+1100,67
2020-02-16T06:30:00.000+1100,16
2020-02-16T07:00:00.000+1100,84
2020-02-16T07:30:00.000+1100,11
2020-02-16T08:00:00.000+1100,6
2020-02-16T08:30:00.000+1100,11
2020-02-16T09:00:00.000+1100,110
2020-02-16T09:30:00.000+1100,50
2020-02-16T10:00:00.000+1100,12
2020-02-16T10:30:00.000+1100,7
2020-02-16T11:00:00.000+1100,5
2020-02-16T11:30:00.000+1100,11
2020-02-16T12:00:00.000+1100,9
2020-02-16T12:30:00.000+1100,11
2020-02-16T13:00:00.000+1100,8
2020-02-16T13:30:00.000+1100,7
2020-02-16T14:00:00.000+1100,12
2020-02-16T14:30:00.000+1100,16
2020-02-16T15:00:00.000+1100,17
2020-02-16T15:30:00.000+1100,16
2020-02-16T16:00:00.000+1100,12
2020-02-16T16:30:00.000+1100,10
2020-02-16T17:00:00.000+1100,13
2020-02-16T17:30:00.000+1100,7
2020-02-16T18:00:00.000+1100,12
2020-02-16T18:30:00.000+1100,9
2020-02-16T19:00:00.000+1100,6
2020-02-16T19:30:00.000+1100,8
2020-02-16T20:00:00.000+1100,9
2020-02-16T20:30:00.000+1100,15
2020-02-16T21:00:00.000+1100,6
2020-02-16T21:30:00.000+1100,7
2020-02-16T22:00:00.000+1100,6
2020-02-16T22:30:00.000+1100,6
2020-02-16T23:00:00.000+1100,5
2020-02-16T23:30:00.000+1100,6
2020-02-17T00:00:00.000+1100,84
2020-02-17T00:30:00.000+1100,168
2020-02-17T01:00:00.000+1100,46
2020-02-17T01:30:00.000+1100,9
2020-02-17T02:00:00.000+1100,5
2020-02-17T02:30:00.000+1100,7
2020-02-17T03:00:00.000+1100,30
2020-02-17T03:30:00.000+1100,8
2020-02-17T04:00:00.000+1100,41
2020-02-17T04:30:00.000+1100,63
2020-02-17T05:00:00.000+1100,6
2020-02-17T05:30:00.000+1100,3
2020-02-17T06:00:00.000+1100,134
2020-02-17T06:30:00.000+1100,10
2020-02-17T07:00:00.000+1100,9
2020-02-17T07:30:00.000+1100,35
2020-02-17T08:00:00.000+1100,61
2020-02-17T08:30:00.000+1100,107
2020-02-17T09:00:00.000+1100,171
2020-02-17T09:30:00.000+1100,195
2020-02-17T10:00:00.000+1100,229
2020-02-17T10:30:00.000+1100,196
2020-02-17T11:00:00.000+1100,256
2020-02-17T11:30:00.000+1100,280
2020-02-17T12:00:00.000+1100,324
2020-02-17T12:30:00.000+1100,293
2020-02-17T13:00:00.000+1100,244
2020-02-17T13:30:00.000+1100,256
2020-02-17T14:00:00.000+1100,211
2020-02-17T14:30:00.000+1100,199
2020-02-17T15:00:00.000+1100,202
2020-02-17T15:30:00.000+1100,185
2020-02-17T16:00:00.000+1100,188
2020-02-17T16:30:00.000+1100,132
2020-02-17T17:00:00.000+1100,160
2020-02-17T17:30:00.000+1100,118
2020-02-17T18:00:00.000+1100,35
2020-02-17T18:30:00.000+1100,39
2020-02-17T19:00:00.000+1100,13
2020-02-17T19:30:00.000+1100,10
2020-02-17T20:00:00.000+1100,13
2020-02-17T20:30:00.000+1100,13
2020-02-17T21:00:00.000+1100,8
2020-02-17T21:30:00.000+1100,7
2020-02-17T22:00:00.000+1100,8
2020-02-17T22:30:00.000+1100,8
2020-02-17T23:00:00.000+1100,8
2020-02-17T23:30:00.000+1100,7
2020-02-18T00:00:00.000+1100,15
2020-02-18T00:30:00.000+1100,6
2020-02-18T01:00:00.000+1100,14
2020-02-18T01:30:00.000+1100,6
2020-02-18T02:00:00.000+1100,6
2020-02-18T02:30:00.000+1100,8
2020-02-18T03:00:00.000+1100,72
2020-02-18T03:30:00.000+1100,11
2020-02-18T04:00:00.000+1100,27
2020-02-18T04:30:00.000+1100,5
2020-02-18T05:00:00.000+1100,4
2020-02-18T05:30:00.000+1100,5
2020-02-18T06:00:00.000+1100,10
2020-02-18T06:30:00.000+1100,16
2020-02-18T07:00:00.000+1100,10
2020-02-18T07:30:00.000+1100,32
2020-02-18T08:00:00.000+1100,46
2020-02-18T08:30:00.000+1100,67
2020-02-18T09:00:00.000+1100,168
2020-02-18T09:30:00.000+1100,202
2020-02-18T10:00:00.000+1100,206
2020-02-18T10:30:00.000+1100,170
2020-02-18T11:00:00.000+1100,236
2020-02-18T11:30:00.000+1100,266
2020-02-18T12:00:00.000+1100,276
2020-02-18T12:30:00.000+1100,258
2020-02-18T13:00:00.000+1100,184
2020-02-18T13:30:00.000+1100,181
2020-02-18T14:00:00.000+1100,194
2020-02-18T14:30:00.000+1100,172
2020-02-18T15:00:00.000+1100,173
2020-02-18T15:30:00.000+1100,189
2020-02-18T16:00:00.000+1100,202
2020-02-18T16:30:00.000+1100,135
2020-02-18T17:00:00.000+1100,171
2020-02-18T17:30:00.000+1100,141
2020-02-18T18:00:00.000+1100,119
2020-02-18T18:30:00.000+1100,117
2020-02-18T19:00:00.000+1100,40
2020-02-18T19:30:00.000+1100,14
2020-02-18T20:00:00.000+1100,8
2020-02-18T20:30:00.000+1100,11
2020-02-18T21:00:00.000+1100,12
2020-02-18T21:30:00.000+1100,13
2020-02-18T22:00:00.000+1100,8
2020-02-18T22:30:00.000+1100,6
2020-02-18T23:00:00.000+1100,7
2020-02-18T23:30:00.000+1100,5
2020-02-19T00:00:00.000+1100,11
2020-02-19T00:30:00.000+1100,9
2020-02-19T01:00:00.000+1100,46
2020-02-19T01:30:00.000+1100,17
2020-02-19T02:00:00.000+1100,8
2020-02-19T02:30:00.000+1100,22
2020-02-19T03:00:00.000+1100,26
2020-02-19T03:30:00.000+1100,11
2020-02-19T04:00:00.000+1100,112
2020-02-19T04:30:00.000+1100,10
2020-02-19T05:00:00.000+1100,5
2020-02-19T05:30:00.000+1100,71
2020-02-19T06:00:00.000+1100,37
2020-02-19T06:30:00.000+1100,30
2020-02-19T07:00:00.000+1100,18
2020-02-19T07:30:00.000+1100,33
2020-02-19T08:00:00.000+1100,54
2020-02-19T08:30:00.000+1100,50
2020-02-19T09:00:00.000+1100,157
2020-02-19T09:30:00.000+1100,155
2020-02-19T10:00:00.000+1100,170
2020-02-19T10:30:00.000+1100,181
2020-02-19T11:00:00.000+1100,214
2020-02-19T11:30:00.000+1100,184
2020-02-19T12:00:00.000+1100,240
2020-02-19T12:30:00.000+1100,124
2020-02-19T13:00:00.000+1100,141
2020-02-19T13:30:00.000+1100,202
2020-02-19T14:00:00.000+1100,158
2020-02-19T14:30:00.000+1100,144
2020-02-19T15:00:00.000+1100,161
2020-02-19T15:30:00.000+1100,171
2020-02-19T16:00:00.000+1100,142
2020-02-19T16:30:00.000+1100,157
2020-02-19T17:00:00.000+1100,85
2020-02-19T17:30:00.000+1100,58
2020-02-19T18:00:00.000+1100,48
2020-02-19T18:30:00.000+1100,27
2020-02-19T19:00:00.000+1100,12
2020-02-19T19:30:00.000+1100,7
2020-02-19T20:00:00.000+1100,43
2020-02-19T20:30:00.000+1100,11
2020-02-19T21:00:00.000+1100,9
2020-02-19T21:30:00.000+1100,9
2020-02-19T22:00:00.000+1100,7
2020-02-19T22:30:00.000+1100,6
2020-02-19T23:00:00.000+1100,5
2020-02-19T23:30:00.000+1100,8
2020-02-20T00:00:00.000+1100,42
2020-02-20T00:30:00.000+1100,71
2020-02-20T01:00:00.000+1100,51
2020-02-20T01:30:00.000+1100,80
2020-02-20T02:00:00.000+1100,35
2020-02-20T02:30:00.000+1100,8
2020-02-20T03:00:00.000+1100,5
2020-02-20T03:30:00.000+1100,38
2020-02-20T04:00:00.000+1100,48
2020-02-20T04:30:00.000+1100,126
2020-02-20T05:00:00.000+1100,3
2020-02-20T05:30:00.000+1100,40
2020-02-20T06:00:00.000+1100,123
2020-02-20T06:30:00.000+1100,9
2020-02-20T07:00:00.000+1100,13
2020-02-20T07:30:00.000+1100,31
2020-02-20T08:00:00.000+1100,50
2020-02-20T08:30:00.000+1100,137
2020-02-20T09:00:00.000+1100,154
2020-02-20T09:30:00.000+1100,211
2020-02-20T10:00:00.000+1100,202
2020-02-20T10:30:00.000+1100,227
2020-02-20T11:00:00.000+1100,187
2020-02-20T11:30:00.000+1100,209
2020-02-20T12:00:00.000+1100,198
2020-02-20T12:30:00.000+1100,211
2020-02-20T13:00:00.000+1100,199
2020-02-20T13:30:00.000+1100,184
2020-02-20T14:00:00.000+1100,178
2020-02-20T14:30:00.000+1100,178
2020-02-20T15:00:00.000+1100,169
2020-02-20T15:30:00.000+1100,155
2020-02-20T16:00:00.000+1100,71
2020-02-20T16:30:00.000+1100,49
2020-02-20T17:00:00.000+1100,67
2020-02-20T17:30:00.000+1100,54
2020-02-20T18:00:00.000+1100,25
2020-02-20T18:30:00.000+1100,16
2020-02-20T19:00:00.000+1100,7
2020-02-20T19:30:00.000+1100,9
2020-02-20T20:00:00.000+1100,14
2020-02-20T20:30:00.000+1100,14
2020-02-20T21:00:00.000+1100,8
2020-02-20T21:30:00.000+1100,7
2020-02-20T22:00:00.000+1100,6
2020-02-20T22:30:00.000+1100,5
2020-02-20T23:00:00.000+1100,1
2020-02-20T23:30:00.000+1100,5
2020-02-21T00:00:00.000+1100,66
2020-02-21T00:30:00.000+1100,68
2020-02-21T01:00:00.000+1100,48
2020-02-21T01:30:00.000+1100,6
2020-02-21T02:00:00.000+1100,5
2020-02-21T02:30:00.000+1100,110
2020-02-21T03:00:00.000+1100,5
2020-02-21T03:30:00.000+1100,7
2020-02-21T04:00:00.000+1100,42
2020-02-21T04:30:00.000+1100,11
2020-02-21T05:00:00.000+1100,9
2020-02-21T05:30:00.000+1100,4
2020-02-21T06:00:00.000+1100,14
2020-02-21T06:30:00.000+1100,8
2020-02-21T07:00:00.000+1100,10
2020-02-21T07:30:00.000+1100,42
2020-02-21T08:00:00.000+1100,43
2020-02-21T08:30:00.000+1100,61
2020-02-21T09:00:00.000+1100,123
2020-02-21T09:30:00.000+1100,120
2020-02-21T10:00:00.000+1100,115
2020-02-21T10:30:00.000+1100,125
2020-02-21T11:00:00.000+1100,139
2020-02-21T11:30:00.000+1100,110
2020-02-21T12:00:00.000+1100,195
2020-02-21T12:30:00.000+1100,197
2020-02-21T13:00:00.000+1100,173
2020-02-21T13:30:00.000+1100,74
2020-02-21T14:00:00.000+1100,118
2020-02-21T14:30:00.000+1100,50
2020-02-21T15:00:00.000+1100,56
2020-02-21T15:30:00.000+1100,49
2020-02-21T16:00:00.000+1100,75
2020-02-21T16:30:00.000+1100,91
2020-02-21T17:00:00.000+1100,51
2020-02-21T17:30:00.000+1100,47
2020-02-21T18:00:00.000+1100,26
2020-02-21T18:30:00.000+1100,15
2020-02-21T19:00:00.000+1100,7
2020-02-21T19:30:00.000+1100,7
2020-02-21T20:00:00.000+1100,8
2020-02-21T20:30:00.000+1100,6
2020-02-21T21:00:00.000+1100,7
2020-02-21T21:30:00.000+1100,6
2020-02-21T22:00:00.000+1100,6
2020-02-21T22:30:00.000+1100,6
2020-02-21T23:00:00.000+1100,5
2020-02-21T23:30:00.000+1100,5
2020-02-22T00:00:00.000+1100,29
2020-02-22T00:30:00.000+1100,6
2020-02-22T01:00:00.000+1100,48
2020-02-22T01:30:00.000+1100,5
2020-02-22T02:00:00.000+1100,8
2020-02-22T02:30:00.000+1100,6
2020-02-22T03:00:00.000+1100,7
2020-02-22T03:30:00.000+1100,5
2020-02-22T04:00:00.000+1100,48
2020-02-22T04:30:00.000+1100,7
2020-02-22T05:00:00.000+1100,4
2020-02-22T05:30:00.000+1100,6
2020-02-22T06:00:00.000+1100,32
2020-02-22T06:30:00.000+1100,5
2020-02-22T07:00:00.000+1100,6
2020-02-22T07:30:00.000+1100,7
2020-02-22T08:00:00.000+1100,8
2020-02-22T08:30:00.000+1100,9
2020-02-22T09:00:00.000+1100,33
2020-02-22T09:30:00.000+1100,12
2020-02-22T10:00:00.000+1100,27
2020-02-22T10:30:00.000+1100,26
2020-02-22T11:00:00.000+1100,27
2020-02-22T11:30:00.000+1100,25
2020-02-22T12:00:00.000+1100,27
2020-02-22T12:30:00.000+1100,11
2020-02-22T13:00:00.000+1100,18
2020-02-22T13:30:00.000+1100,28
2020-02-22T14:00:00.000+1100,25
2020-02-22T14:30:00.000+1100,55
2020-02-22T15:00:00.000+1100,34
2020-02-22T15:30:00.000+1100,30
2020-02-22T16:00:00.000+1100,33
2020-02-22T16:30:00.000+1100,41
2020-02-22T17:00:00.000+1100,42
2020-02-22T17:30:00.000+1100,18
2020-02-22T18:00:00.000+1100,14
2020-02-22T18:30:00.000+1100,10
2020-02-22T19:00:00.000+1100,10
2020-02-22T19:30:00.000+1100,9
2020-02-22T20:00:00.000+1100,9
2020-02-22T20:30:00.000+1100,10
2020-02-22T21:00:00.000+1100,8
2020-02-22T21:30:00.000+1100,9
2020-02-22T22:00:00.000+1100,8
2020-02-22T22:30:00.000+1100,8
2020-02-22T23:00:00.000+1100,7
2020-02-22T23:30:00.000+1100,7
2020-02-23T00:00:00.000+1100,11
2020-02-23T00:30:00.000+1100,8
2020-02-23T01:00:00.000+1100,21
2020-02-23T01:30:00.000+1100,8
2020-02-23T02:00:00.000+1100,9
2020-02-23T02:30:00.000+1100,8
2020-02-23T03:00:00.000+1100,8
2020-02-23T03:30:00.000+1100,8
2020-02-23T04:00:00.000+1100,17
2020-02-23T04:30:00.000+1100,28
2020-02-23T05:00:00.000+1100,3
2020-02-23T05:30:00.000+1100,11
2020-02-23T06:00:00.000+1100,36
2020-02-23T06:30:00.000+1100,30
2020-02-23T07:00:00.000+1100,7
2020-02-23T07:30:00.000+1100,7
2020-02-23T08:00:00.000+1100,7
2020-02-23T08:30:00.000+1100,12
2020-02-23T09:00:00.000+1100,8
2020-02-23T09:30:00.000+1100,47
2020-02-23T10:00:00.000+1100,12
2020-02-23T10:30:00.000+1100,12
2020-02-23T11:00:00.000+1100,10
2020-02-23T11:30:00.000+1100,16
2020-02-23T12:00:00.000+1100,17
2020-02-23T12:30:00.000+1100,13
2020-02-23T13:00:00.000+1100,18
2020-02-23T13:30:00.000+1100,11
2020-02-23T14:00:00.000+1100,12
2020-02-23T14:30:00.000+1100,18
2020-02-23T15:00:00.000+1100,12
2020-02-23T15:30:00.000+1100,13
2020-02-23T16:00:00.000+1100,10
2020-02-23T16:30:00.000+1100,11
2020-02-23T17:00:00.000+1100,13
2020-02-23T17:30:00.000+1100,11
2020-02-23T18:00:00.000+1100,11
2020-02-23T18:30:00.000+1100,10
2020-02-23T19:00:00.000+1100,8
2020-02-23T19:30:00.000+1100,9
2020-02-23T20:00:00.000+1100,9
2020-02-23T20:30:00.000+1100,9
2020-02-23T21:00:00.000+1100,12
2020-02-23T21:30:00.000+1100,7
2020-02-23T22:00:00.000+1100,7
2020-02-23T22:30:00.000+1100,7
2020-02-23T23:00:00.000+1100,7
2020-02-23T23:30:00.000+1100,7
2020-02-24T00:00:00.000+1100,38
2020-02-24T00:30:00.000+1100,45
2020-02-24T01:00:00.000+1100,46
2020-02-24T01:30:00.000+1100,74
2020-02-24T02:00:00.000+1100,7
2020-02-24T02:30:00.000+1100,7
2020-02-24T03:00:00.000+1100,7
2020-02-24T03:30:00.000+1100,11
2020-02-24T04:00:00.000+1100,53
2020-02-24T04:30:00.000+1100,96
2020-02-24T05:00:00.000+1100,5
2020-02-24T05:30:00.000+1100,4
2020-02-24T06:00:00.000+1100,38
2020-02-24T06:30:00.000+1100,12
2020-02-24T07:00:00.000+1100,13
2020-02-24T07:30:00.000+1100,30
2020-02-24T08:00:00.000+1100,48
2020-02-24T08:30:00.000+1100,45
2020-02-24T09:00:00.000+1100,67
2020-02-24T09:30:00.000+1100,98
2020-02-24T10:00:00.000+1100,69
2020-02-24T10:30:00.000+1100,111
2020-02-24T11:00:00.000+1100,118
2020-02-24T11:30:00.000+1100,142
2020-02-24T12:00:00.000+1100,174
2020-02-24T12:30:00.000+1100,181
2020-02-24T13:00:00.000+1100,170
2020-02-24T13:30:00.000+1100,134
2020-02-24T14:00:00.000+1100,146
2020-02-24T14:30:00.000+1100,173
2020-02-24T15:00:00.000+1100,111
2020-02-24T15:30:00.000+1100,105
2020-02-24T16:00:00.000+1100,86
2020-02-24T16:30:00.000+1100,101
2020-02-24T17:00:00.000+1100,53
2020-02-24T17:30:00.000+1100,86
2020-02-24T18:00:00.000+1100,48
2020-02-24T18:30:00.000+1100,35
2020-02-24T19:00:00.000+1100,16
2020-02-24T19:30:00.000+1100,13
2020-02-24T20:00:00.000+1100,12
2020-02-24T20:30:00.000+1100,7
2020-02-24T21:00:00.000+1100,10
2020-02-24T21:30:00.000+1100,9
2020-02-24T22:00:00.000+1100,8
2020-02-24T22:30:00.000+1100,7
2020-02-24T23:00:00.000+1100,7
2020-02-24T23:30:00.000+1100,7
2020-02-25T00:00:00.000+1100,55
2020-02-25T00:30:00.000+1100,8
2020-02-25T01:00:00.000+1100,9
2020-02-25T01:30:00.000+1100,7
2020-02-25T02:00:00.000+1100,9
2020-02-25T02:30:00.000+1100,34
2020-02-25T03:00:00.000+1100,6
2020-02-25T03:30:00.000+1100,8
2020-02-25T04:00:00.000+1100,61
2020-02-25T04:30:00.000+1100,150
2020-02-25T05:00:00.000+1100,45
2020-02-25T05:30:00.000+1100,6
2020-02-25T06:00:00.000+1100,32
2020-02-25T06:30:00.000+1100,14
2020-02-25T07:00:00.000+1100,18
2020-02-25T07:30:00.000+1100,48
2020-02-25T08:00:00.000+1100,112
2020-02-25T08:30:00.000+1100,22
2020-02-25T09:00:00.000+1100,147
2020-02-25T09:30:00.000+1100,155
2020-02-25T10:00:00.000+1100,176
2020-02-25T10:30:00.000+1100,113
2020-02-25T11:00:00.000+1100,131
2020-02-25T11:30:00.000+1100,168
2020-02-25T12:00:00.000+1100,195
2020-02-25T12:30:00.000+1100,163
2020-02-25T13:00:00.000+1100,180
2020-02-25T13:30:00.000+1100,116
2020-02-25T14:00:00.000+1100,112
2020-02-25T14:30:00.000+1100,144
2020-02-25T15:00:00.000+1100,91
2020-02-25T15:30:00.000+1100,144
2020-02-25T16:00:00.000+1100,94
2020-02-25T16:30:00.000+1100,140
2020-02-25T17:00:00.000+1100,120
2020-02-25T17:30:00.000+1100,96
2020-02-25T18:00:00.000+1100,98
2020-02-25T18:30:00.000+1100,74
2020-02-25T19:00:00.000+1100,47
2020-02-25T19:30:00.000+1100,36
2020-02-25T20:00:00.000+1100,33
2020-02-25T20:30:00.000+1100,6
2020-02-25T21:00:00.000+1100,9
2020-02-25T21:30:00.000+1100,9
2020-02-25T22:00:00.000+1100,7
2020-02-25T22:30:00.000+1100,8
2020-02-25T23:00:00.000+1100,10
2020-02-25T23:30:00.000+1100,7
2020-02-26T00:00:00.000+1100,9
2020-02-26T00:30:00.000+1100,34
2020-02-26T01:00:00.000+1100,42
2020-02-26T01:30:00.000+1100,8
2020-02-26T02:00:00.000+1100,17
2020-02-26T02:30:00.000+1100,14
2020-02-26T03:00:00.000+1100,8
2020-02-26T03:30:00.000+1100,21
2020-02-26T04:00:00.000+1100,92
2020-02-26T04:30:00.000+1100,7
2020-02-26T05:00:00.000+1100,3
2020-02-26T05:30:00.000+1100,4
2020-02-26T06:00:00.000+1100,57
2020-02-26T06:30:00.000+1100,67
2020-02-26T07:00:00.000+1100,38
2020-02-26T07:30:00.000+1100,29
2020-02-26T08:00:00.000+1100,251
2020-02-26T08:30:00.000+1100,105
2020-02-26T09:00:00.000+1100,82
2020-02-26T09:30:00.000+1100,81
2020-02-26T10:00:00.000+1100,105
2020-02-26T10:30:00.000+1100,169
2020-02-26T11:00:00.000+1100,179
2020-02-26T11:30:00.000+1100,176
2020-02-26T12:00:00.000+1100,180
2020-02-26T12:30:00.000+1100,214
2020-02-26T13:00:00.000+1100,213
2020-02-26T13:30:00.000+1100,141
2020-02-26T14:00:00.000+1100,170
2020-02-26T14:30:00.000+1100,138
2020-02-26T15:00:00.000+1100,142
2020-02-26T15:30:00.000+1100,176
2020-02-26T16:00:00.000+1100,150
2020-02-26T16:30:00.000+1100,89
2020-02-26T17:00:00.000+1100,130
2020-02-26T17:30:00.000+1100,94
2020-02-26T18:00:00.000+1100,45
2020-02-26T18:30:00.000+1100,25
2020-02-26T19:00:00.000+1100,14
2020-02-26T19:30:00.000+1100,13
2020-02-26T20:00:00.000+1100,15
2020-02-26T20:30:00.000+1100,9
2020-02-26T21:00:00.000+1100,8
2020-02-26T21:30:00.000+1100,9
2020-02-26T22:00:00.000+1100,7
2020-02-26T22:30:00.000+1100,6
2020-02-26T23:00:00.000+1100,6
2020-02-26T23:30:00.000+1100,6
2020-02-27T00:00:00.000+1100,7
2020-02-27T00:30:00.000+1100,6
2020-02-27T01:00:00.000+1100,63
2020-02-27T01:30:00.000+1100,6
2020-02-27T02:00:00.000+1100,6
2020-02-27T02:30:00.000+1100,6
2020-02-27T03:00:00.000+1100,56
2020-02-27T03:30:00.000+1100,9
2020-02-27T04:00:00.000+1100,8
2020-02-27T04:30:00.000+1100,57
2020-02-27T05:00:00.000+1100,3
2020-02-27T05:30:00.000+1100,3
2020-02-27T06:00:00.000+1100,39
2020-02-27T06:30:00.000+1100,8
2020-02-27T07:00:00.000+1100,10
2020-02-27T07:30:00.000+1100,24
2020-02-27T08:00:00.000+1100,92
2020-02-27T08:30:00.000+1100,35
2020-02-27T09:00:00.000+1100,83
2020-02-27T09:30:00.000+1100,58
2020-02-27T10:00:00.000+1100,50
2020-02-27T10:30:00.000+1100,55
2020-02-27T11:00:00.000+1100,126
2020-02-27T11:30:00.000+1100,128
2020-02-27T12:00:00.000+1100,113
2020-02-27T12:30:00.000+1100,191
2020-02-27T13:00:00.000+1100,6
2020-02-27T13:30:00.000+1100,154
2020-02-27T14:00:00.000+1100,106
2020-02-27T14:30:00.000+1100,104
2020-02-27T15:00:00.000+1100,142
2020-02-27T15:30:00.000+1100,160
2020-02-27T16:00:00.000+1100,173
2020-02-27T16:30:00.000+1100,158
2020-02-27T17:00:00.000+1100,172
2020-02-27T17:30:00.000+1100,144
2020-02-27T18:00:00.000+1100,134
2020-02-27T18:30:00.000+1100,65
2020-02-27T19:00:00.000+1100,73
2020-02-27T19:30:00.000+1100,72
2020-02-27T20:00:00.000+1100,61
2020-02-27T20:30:00.000+1100,63
2020-02-27T21:00:00.000+1100,59
2020-02-27T21:30:00.000+1100,19
2020-02-27T22:00:00.000+1100,12
2020-02-27T22:30:00.000+1100,7
2020-02-27T23:00:00.000+1100,8
2020-02-27T23:30:00.000+1100,9
2020-02-28T00:00:00.000+1100,21
2020-02-28T00:30:00.000+1100,7
2020-02-28T01:00:00.000+1100,46
2020-02-28T01:30:00.000+1100,8
2020-02-28T02:00:00.000+1100,6
2020-02-28T02:30:00.000+1100,6
2020-02-28T03:00:00.000+1100,6
2020-02-28T03:30:00.000+1100,7
2020-02-28T04:00:00.000+1100,40
2020-02-28T04:30:00.000+1100,6
2020-02-28T05:00:00.000+1100,3
2020-02-28T05:30:00.000+1100,9
2020-02-28T06:00:00.000+1100,37
2020-02-28T06:30:00.000+1100,18
2020-02-28T07:00:00.000+1100,14
2020-02-28T07:30:00.000+1100,27
2020-02-28T08:00:00.000+1100,35
2020-02-28T08:30:00.000+1100,60
2020-02-28T09:00:00.000+1100,70
2020-02-28T09:30:00.000+1100,74
2020-02-28T10:00:00.000+1100,73
2020-02-28T10:30:00.000+1100,94
2020-02-28T11:00:00.000+1100,143
2020-02-28T11:30:00.000+1100,201
2020-02-28T12:00:00.000+1100,210
2020-02-28T12:30:00.000+1100,214
2020-02-28T13:00:00.000+1100,194
2020-02-28T13:30:00.000+1100,166
2020-02-28T14:00:00.000+1100,157
2020-02-28T14:30:00.000+1100,148
2020-02-28T15:00:00.000+1100,112
2020-02-28T15:30:00.000+1100,116
2020-02-28T16:00:00.000+1100,139
2020-02-28T16:30:00.000+1100,147
2020-02-28T17:00:00.000+1100,139
2020-02-28T17:30:00.000+1100,101
2020-02-28T18:00:00.000+1100,74
2020-02-28T18:30:00.000+1100,12
2020-02-28T19:00:00.000+1100,10
2020-02-28T19:30:00.000+1100,9
2020-02-28T20:00:00.000+1100,9
2020-02-28T20:30:00.000+1100,11
2020-02-28T21:00:00.000+1100,10
2020-02-28T21:30:00.000+1100,8
2020-02-28T22:00:00.000+1100,7
2020-02-28T22:30:00.000+1100,7
2020-02-28T23:00:00.000+1100,6
2020-02-28T23:30:00.000+1100,8
2020-02-29T00:00:00.000+1100,8
2020-02-29T00:30:00.000+1100,7
2020-02-29T01:00:00.000+1100,48
2020-02-29T01:30:00.000+1100,7
2020-02-29T02:00:00.000+1100,6
2020-02-29T02:30:00.000+1100,6
2020-02-29T03:00:00.000+1100,7
2020-02-29T03:30:00.000+1100,7
2020-02-29T04:00:00.000+1100,37
2020-02-29T04:30:00.000+1100,8
2020-02-29T05:00:00.000+1100,1
2020-02-29T05:30:00.000+1100,2
2020-02-29T06:00:00.000+1100,43
2020-02-29T06:30:00.000+1100,7
2020-02-29T07:00:00.000+1100,7
2020-02-29T07:30:00.000+1100,7
2020-02-29T08:00:00.000+1100,8
2020-02-29T08:30:00.000+1100,7
2020-02-29T09:00:00.000+1100,10
2020-02-29T09:30:00.000+1100,14
2020-02-29T10:00:00.000+1100,15
2020-02-29T10:30:00.000+1100,13
2020-02-29T11:00:00.000+1100,17
2020-02-29T11:30:00.000+1100,18
2020-02-29T12:00:00.000+1100,17
2020-02-29T12:30:00.000+1100,15
2020-02-29T13:00:00.000+1100,22
2020-02-29T13:30:00.000+1100,25
2020-02-29T14:00:00.000+1100,28
2020-02-29T14:30:00.000+1100,37
2020-02-29T15:00:00.000+1100,37
2020-02-29T15:30:00.000+1100,35
2020-02-29T16:00:00.000+1100,30
2020-02-29T16:30:00.000+1100,53
2020-02-29T17:00:00.000+1100,24
2020-02-29T17:30:00.000+1100,12
2020-02-29T18:00:00.000+1100,12
2020-02-29T18:30:00.000+1100,13
2020-02-29T19:00:00.000+1100,18
2020-02-29T19:30:00.000+1100,8
2020-02-29T20:00:00.000+1100,7
2020-02-29T20:30:00.000+1100,7
2020-02-29T21:00:00.000+1100,7
2020-02-29T21:30:00.000+1100,9
2020-02-29T22:00:00.000+1100,7
2020-02-29T22:30:00.000+1100,7
2020-02-29T23:00:00.000+1100,7
2020-02-29T23:30:00.000+1100,8
2020-03-09T15:00:00.000+1100,0
